heap,suite,tool,gc,subject,arm,status,e2e_s,peak_heap_mb,postgc_live_mb,viols
abundant,oss,javamop,g1,gchq-synthetic-data-generator,stock,PASS,94.507,12550,5445,2
abundant,oss,javamop,g1,getodk-javarosa,native,PASS,94.077,3170,1652,11
abundant,oss,javamop,g1,getodk-javarosa,stock,PASS,103.253,5300,4916,11
abundant,oss,javamop,g1,ghaffarian-progex,native,PASS,60.320,4851,3001,4
abundant,oss,javamop,g1,ghaffarian-progex,stock,PASS,100.598,10971,10171,4
abundant,oss,javamop,g1,googleapis-java-spanner-jdbc,native,PASS,870.140,6176,1493,82
abundant,oss,javamop,g1,googleapis-java-spanner-jdbc,stock,PASS,675.736,3672,1407,82
abundant,oss,javamop,g1,graphstream-gs-algo,native,PASS,836.282,2688,830,14
abundant,oss,javamop,g1,graphstream-gs-algo,stock,PASS,2350.970,2435,1635,14
abundant,oss,javamop,g1,graphstream-gs-core,native,PASS,48.737,2917,874,4
abundant,oss,javamop,g1,graphstream-gs-core,stock,PASS,58.642,2411,2103,4
abundant,oss,javamop,g1,hlavki-jlemmagen,native,PASS,323.971,1584,149,3
abundant,oss,javamop,g1,hlavki-jlemmagen,stock,PASS,339.350,1553,352,3
abundant,oss,javamop,g1,houbb-sensitive-word,native,PASS,57.321,4676,2165,0
abundant,oss,javamop,g1,houbb-sensitive-word,stock,PASS,93.689,23045,22373,0
abundant,oss,javamop,g1,huaban-jieba-analysis,native,PASS,52.748,3662,1774,3
abundant,oss,javamop,g1,huaban-jieba-analysis,stock,PASS,84.073,18196,16806,3
abundant,oss,javamop,g1,indeedeng-vowpal-wabbit-java,native,PASS,287.009,12647,9526,0
abundant,oss,javamop,g1,indeedeng-vowpal-wabbit-java,stock,PASS,567.222,85578,81322,0
abundant,oss,javamop,g1,iquadrat-sbb-train-scheduler,native,PASS,122.390,30111,5264,6
abundant,oss,javamop,g1,iquadrat-sbb-train-scheduler,stock,PASS,127.446,18609,13980,6
abundant,oss,javamop,g1,jahlborn-jackcess,native,PASS,157.895,18466,3237,39
abundant,oss,javamop,g1,jahlborn-jackcess,stock,PASS,204.973,23172,17202,39
abundant,oss,javamop,g1,kapoorlabs-kiara,native,PASS,237.919,3331,1515,1
abundant,oss,javamop,g1,kapoorlabs-kiara,stock,PASS,278.607,4627,3751,1
abundant,oss,javamop,g1,lexburner-consistent-hash-algorithm,native,PASS,47.031,4220,1420,0
abundant,oss,javamop,g1,lexburner-consistent-hash-algorithm,stock,PASS,91.133,16211,14728,0
abundant,oss,javamop,g1,lukfor-pgs-calc,native,PASS,177.585,3867,2455,7
abundant,oss,javamop,g1,lukfor-pgs-calc,stock,PASS,239.556,23609,9446,7
abundant,oss,javamop,g1,mastodon-sc-mastodon,native,PASS,315.772,98260,98282,15
abundant,oss,javamop,g1,mastodon-sc-mastodon,stock,FAIL,528.983,98280,98279,14
abundant,oss,javamop,g1,mocnik-science-geogrid,native,PASS,47.712,5216,4800,0
abundant,oss,javamop,g1,mocnik-science-geogrid,stock,PASS,56.330,7361,6408,0
abundant,oss,javamop,g1,myui-btree4j,native,PASS,120.096,9224,3437,0
abundant,oss,javamop,g1,myui-btree4j,stock,PASS,137.091,6536,4492,0
abundant,oss,javamop,g1,palatable-lambda,native,PASS,273.232,4785,1386,74
abundant,oss,javamop,g1,palatable-lambda,stock,PASS,313.436,5628,2402,74
abundant,oss,javamop,g1,palindromicity-simple-syslog,native,PASS,67.522,3593,1611,3
abundant,oss,javamop,g1,palindromicity-simple-syslog,stock,PASS,70.822,7686,5811,3
abundant,oss,javamop,g1,renfei-ik-analyzer,native,PASS,58.652,4391,2702,1
abundant,oss,javamop,g1,renfei-ik-analyzer,stock,PASS,90.487,22351,21374,1
abundant,oss,javamop,g1,sbesada-java.math.expression.parser,native,PASS,199.023,19785,15657,0
abundant,oss,javamop,g1,sbesada-java.math.expression.parser,stock,PASS,449.817,80064,78816,0
abundant,oss,javamop,g1,simplenlg-simplenlg,native,PASS,93.160,8537,3752,3
abundant,oss,javamop,g1,simplenlg-simplenlg,stock,PASS,107.987,23864,20941,3
abundant,oss,javamop,g1,solita-functional-utils,native,PASS,336.482,1804,110,6
abundant,oss,javamop,g1,solita-functional-utils,stock,PASS,537.417,1674,74,6
abundant,oss,javamop,g1,xspec-xspec-maven-plugin-1,native,PASS,298.567,39349,2808,13
abundant,oss,javamop,g1,xspec-xspec-maven-plugin-1,stock,PASS,348.538,41104,30102,13
abundant,oss,javamop,g1,ysc-word,native,PASS,366.049,10213,1223,4
abundant,oss,javamop,g1,ysc-word,stock,PASS,528.114,4478,1007,4
abundant,oss,javamop,g1,zhoujianling-PointCloudUtilities,native,PASS,57.142,3211,446,4
abundant,oss,javamop,g1,zhoujianling-PointCloudUtilities,stock,PASS,60.675,2647,3208,4
abundant,oss,javamop,parallel,Antibrumm-jackson-antpathfilter,native,PASS,54.660,4045,352,0
abundant,oss,javamop,parallel,Antibrumm-jackson-antpathfilter,stock,PASS,66.893,10519,8614,0
abundant,oss,javamop,parallel,ElectronicChartCentre-java-vector-tile,native,PASS,65.606,8061,327,13
abundant,oss,javamop,parallel,ElectronicChartCentre-java-vector-tile,stock,PASS,87.701,8057,2054,13
abundant,oss,javamop,parallel,MezereonXP-AnomalyDetectTool,native,PASS,51.126,4042,104,0
abundant,oss,javamop,parallel,MezereonXP-AnomalyDetectTool,stock,PASS,52.282,2040,1493,0
abundant,oss,javamop,parallel,PeterisP-morphology,native,PASS,258.530,10511,2993,2
abundant,oss,javamop,parallel,PeterisP-morphology,stock,PASS,332.928,31827,28289,2
abundant,oss,javamop,parallel,StarlangSoftware-TurkishPropBank,native,PASS,31.802,6824,851,0
abundant,oss,javamop,parallel,StarlangSoftware-TurkishPropBank,stock,PASS,53.955,14333,12861,0
abundant,oss,javamop,parallel,StarlangSoftware-TurkishSentiNet,native,PASS,38.360,6757,864,0
abundant,oss,javamop,parallel,StarlangSoftware-TurkishSentiNet,stock,PASS,64.978,17225,15485,0
abundant,oss,javamop,parallel,StarlangSoftware-TurkishWordNet,native,PASS,997.951,33972,5521,0
abundant,oss,javamop,parallel,StarlangSoftware-TurkishWordNet,stock,PASS,1683.802,76972,65564,0
abundant,oss,javamop,parallel,Sweetiee-yi-Jaba,native,PASS,71.768,8024,2586,2
abundant,oss,javamop,parallel,Sweetiee-yi-Jaba,stock,PASS,97.741,20798,18766,2
abundant,oss,javamop,parallel,addthis-stream-lib,native,PASS,1937.387,21919,2147,15
abundant,oss,javamop,parallel,addthis-stream-lib,stock,PASS,2170.086,38220,28690,15
abundant,oss,javamop,parallel,agarciadom-xeger,native,PASS,30.071,4044,255,1
abundant,oss,javamop,parallel,agarciadom-xeger,stock,PASS,41.256,8686,7120,1
abundant,oss,javamop,parallel,albfernandez-javadbf,native,PASS,38.447,4042,78,3
abundant,oss,javamop,parallel,albfernandez-javadbf,stock,PASS,38.445,4042,80,3
abundant,oss,javamop,parallel,almondtools-stringsearchalgorithms,native,PASS,110.833,13633,2666,21
abundant,oss,javamop,parallel,almondtools-stringsearchalgorithms,stock,PASS,166.232,30643,21255,21
abundant,oss,javamop,parallel,almson-almson-refcount,native,PASS,22.309,4044,113,0
abundant,oss,javamop,parallel,almson-almson-refcount,stock,PASS,27.901,6021,3839,0
abundant,oss,javamop,parallel,apache-commons-imaging,native,PASS,145.713,4573,876,121
abundant,oss,javamop,parallel,apache-commons-imaging,stock,PASS,177.090,12891,9139,121
abundant,oss,javamop,parallel,attoparser-attoparser,native,PASS,302.177,33229,1292,0
abundant,oss,javamop,parallel,attoparser-attoparser,stock,PASS,432.259,48749,27681,0
abundant,oss,javamop,parallel,awslabs-route53-infima,native,PASS,31.952,6592,291,8
abundant,oss,javamop,parallel,awslabs-route53-infima,stock,PASS,44.654,8404,5300,8
abundant,oss,javamop,parallel,bkatwal-kafka-util,native,PASS,259.274,4047,372,20
abundant,oss,javamop,parallel,bkatwal-kafka-util,stock,PASS,261.786,4048,572,20
abundant,oss,javamop,parallel,chocoteam-choco-graph,native,PASS,124.287,3255,568,5
abundant,oss,javamop,parallel,chocoteam-choco-graph,stock,PASS,154.420,19954,13978,5
abundant,oss,javamop,parallel,cocolian-cocolian-nlp,native,PASS,66.655,11849,1467,1
abundant,oss,javamop,parallel,cocolian-cocolian-nlp,stock,PASS,90.495,23402,17481,1
abundant,oss,javamop,parallel,codelion-gramtest,native,PASS,56.979,4377,1003,0
abundant,oss,javamop,parallel,codelion-gramtest,stock,PASS,85.422,15436,13422,0
abundant,oss,javamop,parallel,confluentinc-kafka-connect-datagen,native,PASS,69.333,4047,445,18
abundant,oss,javamop,parallel,confluentinc-kafka-connect-datagen,stock,PASS,79.210,8049,5303,18
abundant,oss,javamop,parallel,conveyal-osm-lib,native,PASS,70.080,7776,1347,6
abundant,oss,javamop,parallel,conveyal-osm-lib,stock,PASS,83.595,10244,8559,6
abundant,oss,javamop,parallel,cowtowncoder-java-uuid-generator,native,PASS,21.249,4720,1116,2
abundant,oss,javamop,parallel,cowtowncoder-java-uuid-generator,stock,PASS,32.640,10562,6110,2
abundant,oss,javamop,parallel,danieldk-dictomaton,native,PASS,92.854,12118,1435,24
abundant,oss,javamop,parallel,danieldk-dictomaton,stock,PASS,149.199,45398,37905,24
abundant,oss,javamop,parallel,davidmoten-bplustree,native,PASS,102.975,8364,926,6
abundant,oss,javamop,parallel,davidmoten-bplustree,stock,PASS,136.726,15431,13634,6
abundant,oss,javamop,parallel,davidmoten-rtree,native,PASS,329.891,21023,2029,18
abundant,oss,javamop,parallel,davidmoten-rtree,stock,PASS,395.487,55229,52822,18
abundant,oss,javamop,parallel,davidmoten-rtree-multi,native,PASS,197.141,4724,735,6
abundant,oss,javamop,parallel,davidmoten-rtree-multi,stock,PASS,221.855,15252,13634,6
abundant,oss,javamop,parallel,davidmoten-rtree2,native,PASS,190.626,4044,668,4
abundant,oss,javamop,parallel,davidmoten-rtree2,stock,PASS,239.609,15007,13683,4
abundant,oss,javamop,parallel,eightbitjim-cassette-nibbler,native,PASS,177.582,23290,6371,2
abundant,oss,javamop,parallel,eightbitjim-cassette-nibbler,stock,PASS,297.772,52027,48321,2
abundant,oss,javamop,parallel,f4b6a3-uuid-creator,native,PASS,58.196,33216,570,0
abundant,oss,javamop,parallel,f4b6a3-uuid-creator,stock,PASS,55.062,33271,712,0
abundant,oss,javamop,parallel,flipkart-incubator-databuilderframework,native,PASS,169.092,11114,2593,3
abundant,oss,javamop,parallel,flipkart-incubator-databuilderframework,stock,PASS,245.567,28303,25138,3
abundant,oss,javamop,parallel,fraunhoferfokus-Fuzzino,native,PASS,85.458,4047,287,15
abundant,oss,javamop,parallel,fraunhoferfokus-Fuzzino,stock,PASS,90.711,4045,523,15
abundant,oss,javamop,parallel,fusion-jena-JaroWinklerSimilarity,native,PASS,239.321,12462,5047,22
abundant,oss,javamop,parallel,fusion-jena-JaroWinklerSimilarity,stock,PASS,336.039,37113,31626,22
abundant,oss,javamop,parallel,gchq-synthetic-data-generator,native,PASS,60.517,10982,340,2
abundant,oss,javamop,parallel,gchq-synthetic-data-generator,stock,PASS,85.632,13150,6306,2
abundant,oss,javamop,parallel,getodk-javarosa,native,PASS,79.532,4052,375,11
abundant,oss,javamop,parallel,getodk-javarosa,stock,PASS,92.954,6291,5790,11
abundant,oss,javamop,parallel,ghaffarian-progex,native,PASS,48.501,5719,916,4
abundant,oss,javamop,parallel,ghaffarian-progex,stock,PASS,70.022,12260,10873,4
abundant,oss,javamop,parallel,googleapis-java-spanner-jdbc,native,PASS,860.043,10379,545,82
abundant,oss,javamop,parallel,googleapis-java-spanner-jdbc,stock,PASS,1011.578,6847,1802,82
abundant,oss,javamop,parallel,graphstream-gs-algo,native,PASS,637.924,6585,227,14
abundant,oss,javamop,parallel,graphstream-gs-algo,stock,PASS,3069.033,6587,1729,14
abundant,oss,javamop,parallel,graphstream-gs-core,native,PASS,47.239,5443,413,4
abundant,oss,javamop,parallel,graphstream-gs-core,stock,PASS,52.821,4898,1960,4
abundant,oss,javamop,parallel,hlavki-jlemmagen,native,PASS,321.820,2047,121,3
abundant,oss,javamop,parallel,hlavki-jlemmagen,stock,PASS,338.688,2112,518,3
abundant,oss,javamop,parallel,houbb-sensitive-word,native,PASS,55.473,8951,708,0
abundant,oss,javamop,parallel,houbb-sensitive-word,stock,PASS,83.173,23075,18179,0
abundant,oss,javamop,parallel,huaban-jieba-analysis,native,PASS,51.469,8277,666,3
abundant,oss,javamop,parallel,huaban-jieba-analysis,stock,PASS,80.645,21544,17297,3
abundant,oss,javamop,parallel,indeedeng-vowpal-wabbit-java,native,PASS,284.122,33594,4813,0
abundant,oss,javamop,parallel,indeedeng-vowpal-wabbit-java,stock,PASS,449.152,65765,57692,0
abundant,oss,javamop,parallel,iquadrat-sbb-train-scheduler,native,PASS,94.757,19997,542,6
abundant,oss,javamop,parallel,iquadrat-sbb-train-scheduler,stock,PASS,118.386,28615,12883,6
abundant,oss,javamop,parallel,jahlborn-jackcess,native,PASS,131.495,5002,1424,39
abundant,oss,javamop,parallel,jahlborn-jackcess,stock,PASS,171.931,12259,8954,39
abundant,oss,javamop,parallel,kapoorlabs-kiara,native,PASS,192.029,8051,437,1
abundant,oss,javamop,parallel,kapoorlabs-kiara,stock,PASS,225.651,8051,3346,1
abundant,oss,javamop,parallel,lexburner-consistent-hash-algorithm,native,PASS,46.719,8438,953,0
abundant,oss,javamop,parallel,lexburner-consistent-hash-algorithm,stock,PASS,72.157,17165,13232,0
abundant,oss,javamop,parallel,lukfor-pgs-calc,native,PASS,167.707,14304,739,7
abundant,oss,javamop,parallel,lukfor-pgs-calc,stock,PASS,228.620,22816,10862,7
abundant,oss,javamop,parallel,mastodon-sc-mastodon,native,PASS,252.447,77053,77094,15
abundant,oss,javamop,parallel,mastodon-sc-mastodon,stock,PASS,274.378,72179,71647,15
abundant,oss,javamop,parallel,mocnik-science-geogrid,native,PASS,50.517,7198,5205,0
abundant,oss,javamop,parallel,mocnik-science-geogrid,stock,PASS,53.846,9779,7587,0
abundant,oss,javamop,parallel,myui-btree4j,native,PASS,105.307,10395,1384,0
abundant,oss,javamop,parallel,myui-btree4j,stock,PASS,120.544,13581,5375,0
abundant,oss,javamop,parallel,palatable-lambda,native,PASS,266.742,5602,251,74
abundant,oss,javamop,parallel,palatable-lambda,stock,PASS,281.922,8794,2862,74
abundant,oss,javamop,parallel,palindromicity-simple-syslog,native,PASS,32.420,4045,209,3
abundant,oss,javamop,parallel,palindromicity-simple-syslog,stock,PASS,42.239,5855,5314,3
abundant,oss,javamop,parallel,renfei-ik-analyzer,native,PASS,53.850,6878,808,1
abundant,oss,javamop,parallel,renfei-ik-analyzer,stock,PASS,85.776,24093,20708,1
abundant,oss,javamop,parallel,sbesada-java.math.expression.parser,native,PASS,164.875,24259,5310,0
abundant,oss,javamop,parallel,sbesada-java.math.expression.parser,stock,PASS,367.359,72299,64537,0
abundant,oss,javamop,parallel,simplenlg-simplenlg,native,PASS,76.989,24159,459,3
abundant,oss,javamop,parallel,simplenlg-simplenlg,stock,PASS,96.867,27657,10820,3
abundant,oss,javamop,parallel,solita-functional-utils,native,PASS,323.564,4043,98,6
abundant,oss,javamop,parallel,solita-functional-utils,stock,PASS,487.638,4043,101,6
abundant,oss,javamop,parallel,xspec-xspec-maven-plugin-1,native,PASS,249.895,6689,626,13
abundant,oss,javamop,parallel,xspec-xspec-maven-plugin-1,stock,PASS,303.952,14857,11383,13
abundant,oss,javamop,parallel,ysc-word,native,PASS,327.884,7762,238,4
abundant,oss,javamop,parallel,ysc-word,stock,PASS,478.222,9408,1396,4
abundant,oss,javamop,parallel,zhoujianling-PointCloudUtilities,native,PASS,60.643,6584,150,4
abundant,oss,javamop,parallel,zhoujianling-PointCloudUtilities,stock,PASS,60.749,6585,2087,4
abundant,oss,javamop,serial,Antibrumm-jackson-antpathfilter,native,PASS,54.305,626,92,0
abundant,oss,javamop,serial,Antibrumm-jackson-antpathfilter,stock,PASS,103.659,3199,2547,0
abundant,oss,javamop,serial,ElectronicChartCentre-java-vector-tile,native,PASS,70.128,962,428,13
abundant,oss,javamop,serial,ElectronicChartCentre-java-vector-tile,stock,PASS,136.283,2748,2297,13
abundant,oss,javamop,serial,MezereonXP-AnomalyDetectTool,native,PASS,51.406,628,95,0
abundant,oss,javamop,serial,MezereonXP-AnomalyDetectTool,stock,PASS,56.057,1757,1652,0
abundant,oss,javamop,serial,PeterisP-morphology,native,PASS,281.699,4226,2879,2
abundant,oss,javamop,serial,PeterisP-morphology,stock,PASS,580.284,24535,20846,2
abundant,oss,javamop,serial,StarlangSoftware-TurkishPropBank,native,PASS,31.808,1321,809,0
abundant,oss,javamop,serial,StarlangSoftware-TurkishPropBank,stock,PASS,93.025,4616,4114,0
abundant,oss,javamop,serial,StarlangSoftware-TurkishSentiNet,native,PASS,37.074,1112,595,0
abundant,oss,javamop,serial,StarlangSoftware-TurkishSentiNet,stock,PASS,124.243,6563,6071,0
abundant,oss,javamop,serial,StarlangSoftware-TurkishWordNet,native,PASS,1074.728,1920,1455,0
abundant,oss,javamop,serial,StarlangSoftware-TurkishWordNet,stock,PASS,3196.019,57816,47600,0
abundant,oss,javamop,serial,Sweetiee-yi-Jaba,native,PASS,97.879,3822,2331,2
abundant,oss,javamop,serial,Sweetiee-yi-Jaba,stock,PASS,216.385,16339,11549,2
abundant,oss,javamop,serial,addthis-stream-lib,native,PASS,890.301,1085,600,15
abundant,oss,javamop,serial,addthis-stream-lib,stock,PASS,1659.125,19101,13401,15
abundant,oss,javamop,serial,agarciadom-xeger,native,PASS,29.397,611,78,1
abundant,oss,javamop,serial,agarciadom-xeger,stock,PASS,70.316,3721,3151,1
abundant,oss,javamop,serial,albfernandez-javadbf,native,PASS,37.989,611,77,3
abundant,oss,javamop,serial,albfernandez-javadbf,stock,PASS,37.740,613,79,3
abundant,oss,javamop,serial,almondtools-stringsearchalgorithms,native,PASS,126.671,2600,1931,21
abundant,oss,javamop,serial,almondtools-stringsearchalgorithms,stock,PASS,297.179,18904,13714,21
abundant,oss,javamop,serial,almson-almson-refcount,native,PASS,22.132,590,56,0
abundant,oss,javamop,serial,almson-almson-refcount,stock,PASS,29.536,1855,1509,0
abundant,oss,javamop,serial,apache-commons-imaging,native,PASS,149.563,1410,876,121
abundant,oss,javamop,serial,apache-commons-imaging,stock,PASS,249.533,6733,5560,121
abundant,oss,javamop,serial,attoparser-attoparser,native,PASS,253.607,624,90,0
abundant,oss,javamop,serial,attoparser-attoparser,stock,PASS,706.023,2180,1736,0
abundant,oss,javamop,serial,awslabs-route53-infima,native,PASS,32.052,1121,142,8
abundant,oss,javamop,serial,awslabs-route53-infima,stock,PASS,61.426,3577,3320,8
abundant,oss,javamop,serial,bkatwal-kafka-util,native,PASS,281.985,749,215,20
abundant,oss,javamop,serial,bkatwal-kafka-util,stock,PASS,288.982,842,308,20
abundant,oss,javamop,serial,chocoteam-choco-graph,native,PASS,127.980,656,122,5
abundant,oss,javamop,serial,chocoteam-choco-graph,stock,PASS,234.914,4358,3969,5
abundant,oss,javamop,serial,cocolian-cocolian-nlp,native,PASS,89.198,1915,1529,1
abundant,oss,javamop,serial,cocolian-cocolian-nlp,stock,PASS,193.135,9946,8300,1
abundant,oss,javamop,serial,codelion-gramtest,native,PASS,57.419,1045,511,0
abundant,oss,javamop,serial,codelion-gramtest,stock,PASS,142.729,5875,5399,0
abundant,oss,javamop,serial,confluentinc-kafka-connect-datagen,native,PASS,77.867,718,189,18
abundant,oss,javamop,serial,confluentinc-kafka-connect-datagen,stock,PASS,114.708,3454,3006,18
abundant,oss,javamop,serial,conveyal-osm-lib,native,PASS,89.317,1869,1489,6
abundant,oss,javamop,serial,conveyal-osm-lib,stock,PASS,139.977,6360,5082,6
abundant,oss,javamop,serial,cowtowncoder-java-uuid-generator,native,PASS,22.934,1574,1040,2
abundant,oss,javamop,serial,cowtowncoder-java-uuid-generator,stock,PASS,53.065,5144,4309,2
abundant,oss,javamop,serial,danieldk-dictomaton,native,PASS,83.075,610,76,24
abundant,oss,javamop,serial,danieldk-dictomaton,stock,PASS,321.420,7710,6953,24
abundant,oss,javamop,serial,davidmoten-bplustree,native,PASS,113.859,1898,1455,6
abundant,oss,javamop,serial,davidmoten-bplustree,stock,PASS,201.542,5819,5533,6
abundant,oss,javamop,serial,davidmoten-rtree,native,PASS,322.342,773,239,18
abundant,oss,javamop,serial,davidmoten-rtree,stock,PASS,640.188,16431,15224,18
abundant,oss,javamop,serial,davidmoten-rtree-multi,native,PASS,203.698,690,157,6
abundant,oss,javamop,serial,davidmoten-rtree-multi,stock,PASS,311.272,7284,6526,6
abundant,oss,javamop,serial,davidmoten-rtree2,native,PASS,202.884,719,185,4
abundant,oss,javamop,serial,davidmoten-rtree2,stock,PASS,324.722,6780,6240,4
abundant,oss,javamop,serial,eightbitjim-cassette-nibbler,native,PASS,161.797,3304,2452,2
abundant,oss,javamop,serial,eightbitjim-cassette-nibbler,stock,PASS,547.946,22220,19118,2
abundant,oss,javamop,serial,f4b6a3-uuid-creator,native,PASS,46.894,869,392,0
abundant,oss,javamop,serial,f4b6a3-uuid-creator,stock,PASS,46.496,996,469,0
abundant,oss,javamop,serial,flipkart-incubator-databuilderframework,native,PASS,174.023,1899,1387,3
abundant,oss,javamop,serial,flipkart-incubator-databuilderframework,stock,PASS,381.997,11148,10085,3
abundant,oss,javamop,serial,fraunhoferfokus-Fuzzino,native,PASS,88.059,781,248,15
abundant,oss,javamop,serial,fraunhoferfokus-Fuzzino,stock,PASS,95.425,888,354,15
abundant,oss,javamop,serial,fusion-jena-JaroWinklerSimilarity,native,PASS,266.950,7170,4802,22
abundant,oss,javamop,serial,fusion-jena-JaroWinklerSimilarity,stock,PASS,579.836,26008,21053,22
abundant,oss,javamop,serial,gchq-synthetic-data-generator,native,PASS,69.933,691,157,2
abundant,oss,javamop,serial,gchq-synthetic-data-generator,stock,PASS,115.142,2888,2628,2
abundant,oss,javamop,serial,getodk-javarosa,native,PASS,94.597,743,209,11
abundant,oss,javamop,serial,getodk-javarosa,stock,PASS,127.836,2925,2692,11
abundant,oss,javamop,serial,ghaffarian-progex,native,PASS,53.484,1356,846,4
